"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Meakstown, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","St Margarets Road, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Crumlin, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Drimnagh, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kimmage, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Walkinstown, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Baldoyle, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Balgriffin, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clongriffin, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Donaghmede, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Sutton, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Churchtown, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clonskeagh, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dundrum, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Goatstown, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Rathfarnham, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ashtown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Blanchardstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Carpenterstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castleknock, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clonee, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clonsilla, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Coolmine, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mulhuddart, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ongar, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Porterstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Royal Canal Park, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tyrrelstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballinteer, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dundrum, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Knocklyon, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Rathfarnham, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Sandyford, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Malahide Road, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Northern Cross, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Cabinteely, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Carrickmines, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Foxrock, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Leopardstown, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Sandyford, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Stepaside, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Chapelizod, Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Palmerstown, Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clondalkin, Dublin 22","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballycullen, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Citywest, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Firhouse, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tallaght, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Galway","Euro","962.7"
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Galway City","Euro","1102.89"
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Athenry, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballinasloe, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballybane, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballybrit, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Barna, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Bohermore, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Claregalway, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clifden, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Doughiska, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Gort, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Headford, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Knocknacarra, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Loughrea, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mervue, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Monivea, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Moycullen, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Newcastle, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Oranmore, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Oughterard, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Portumna, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Rahoon, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Renmore, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Roscam, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Salthill, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tuam, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Wellpark, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Woodquay, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castleisland, Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dingle, Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kenmare, Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Killarney, Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Killorglin, Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Listowel, Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tralee, Kerry","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kildare Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Athy, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castledermot, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Celbridge, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clane, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kilcock, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kilcullen, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kill, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Leixlip, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Maynooth, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Monasterevin, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Naas, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Newbridge, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Rathangan, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Sallins, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kilkenny City","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Callan, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castlecomer, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Freshford, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kells, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Thomastown, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mountmellick, Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mountrath, Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Portarlington, Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Portlaoise, Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Leitrim","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Carrick-On-Shannon, Leitrim","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Manorhamilton, Leitrim","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Limerick","Euro","917.78"
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Limerick City","Euro","965.22"
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Abbeyfeale, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Annacotty, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castleconnell, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castletroy, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Corbally, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dock Road, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dooradoyle, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Glen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kilmallock, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Newcastle West, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Old Cratloe Road, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Raheen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Longford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Longford Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballymahon, Longford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Edgeworthstown, Longford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Newtownforbes, Longford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Louth","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ardee, Louth","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Drogheda, Louth","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dundalk, Louth","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mayo","Euro","705.24"
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballina, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballinrobe, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballyhaunis, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Belmullet, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castlebar, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Charlestown, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Claremorris, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Foxford, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Swinford, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Westport, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ashbourne, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Athboy, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Bettystown, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clonee, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Drogheda, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Duleek, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dunboyne, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dunshaughlin, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Enfield, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kells, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Laytown, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Navan, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ratoath, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Stamullen, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Trim, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Monaghan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballybay, Monaghan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Carrickmacross, Monaghan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castleblayney, Monaghan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Monaghan Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Banagher, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Birr, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clara, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Edenderry, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tullamore, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Roscommon Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Athlone, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballaghaderreen, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Boyle, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castlerea, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Strokestown, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Sligo Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballinode, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballisodare, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballymote, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballytivnan, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Collooney, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Lough Gill, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Strandhill, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tubbercurry, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tipperary Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballina, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Cahir, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Carrick-On-Suir, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Cashel, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clonmel, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Fethard, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Nenagh, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Roscrea, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Templemore, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Thurles, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Waterford City","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ballytruckle, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Canada Street, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castle Place, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Cork Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dungarvan, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dunmore East, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Dunmore Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ferrybank, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Inner Ring Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Johns Hill, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Lismore, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mary Street, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Penrose Lane, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Poleberry, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Portlaw, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Railway Square, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Scotch Quay, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Templars Hall, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Tramore, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Athlone, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Castlepollard, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kilbeggan, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kinnegad, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Moate, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mullingar, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Bunclody, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Clonard, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Enniscorthy, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ferns, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Ford, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Gorey, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Mulgannon, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","New Ross, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Rosslare, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Wicklow","Euro","1223"
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Wicklow Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Arklow, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Baltinglass, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Blessington, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Bray, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Delgany, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Greystones, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Kilcoole, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Newtownmountkennedy, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Two bed","Other flats","Rathnew, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Carlow","Euro","995.06"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Carlow Town","Euro","1011.67"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Graiguecullen, Carlow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Tullow, Carlow","Euro","1073.6"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cavan","Euro","813.03"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cavan Town","Euro","906.4"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Bailieborough, Cavan","Euro","808.23"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballyconnell, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballyjamesduff, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Belturbet, Cavan","Euro","704.11"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cootehill, Cavan","Euro","652.67"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Kingscourt, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Virginia, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Clare","Euro","960.31"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ennis, Clare","Euro","995.75"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Killaloe, Clare","Euro","1057.21"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Kilrush, Clare","Euro","662.98"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Newmarket-On-Fergus, Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Shannon, Clare","Euro","1050.23"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Sixmilebridge, Clare","Euro","1000.1"
